iter	MultiClass
137	0.3703420836
138	0.368461396
139	0.367357835
140	0.3651981622
141	0.3623044263
142	0.3595748438
143	0.3581128088
144	0.3572490984
145	0.3565680425
146	0.3554477156
147	0.3536127591
148	0.351990998
149	0.3511486758
150	0.3495940537
151	0.3482874302
152	0.3471059405
153	0.3459080294
154	0.3445191742
155	0.3428687225
156	0.341649203
157	0.3412565015
158	0.3398579889
159	0.3396027141
160	0.339306028
161	0.3382593082
162	0.3379023351
163	0.3370943136
164	0.3355117765
165	0.3347871385
166	0.3333332324
167	0.3327040003
168	0.3322053443
169	0.331276595
170	0.3286234613
171	0.326940205
172	0.3262494032
173	0.3250203255
174	0.3242345677
175	0.3236771269
176	0.323032631
177	0.3208004232
178	0.3204986778
179	0.3196178311
180	0.3181458747
181	0.3161216027
182	0.3149374571
183	0.3135146993
184	0.3111993316
185	0.3101621149
186	0.309277081
187	0.3084692951
188	0.3071817405
189	0.3068994255
190	0.3060907038
191	0.3051570396
192	0.3044535416
193	0.3042028424
194	0.3033967631
195	0.3027607784
196	0.3018755507
197	0.3014803745
198	0.3012477711
199	0.3008393057
200	0.3000595604
201	0.2992275818
202	0.2984039632
203	0.2977812592
204	0.2968193316
205	0.2958658873
206	0.2954026419
207	0.2941321071
208	0.2936561194
209	0.2932504981
210	0.2921172811
211	0.2918418416
212	0.2913388792
213	0.2899908367
214	0.2893376386
215	0.2882848673
216	0.2876857595
217	0.2870797597
218	0.2863935624
219	0.2855966642
220	0.2850004031
221	0.2836950256
222	0.2828012194
223	0.2819490764
224	0.2813583282
225	0.2809473084
226	0.2802727746
227	0.2790979676
228	0.278361022
229	0.2776430313
230	0.2761847501
231	0.2754879928
232	0.2751849039
233	0.2744350835
234	0.2739121535
235	0.2734567494
236	0.2727751443
237	0.272114669
238	0.2716233296
239	0.271370083
240	0.2695864403
241	0.2688026249
242	0.2682240273
243	0.2672559156
244	0.2661154038
245	0.2655960165
246	0.264831284
247	0.2631795804
248	0.2628566667
249	0.2620268354
250	0.2606810288
251	0.2593946268
252	0.259295021
253	0.2583336322
254	0.2578839609
255	0.2577390747
256	0.2565750574
257	0.2562815194
258	0.2558918684
259	0.255103944
260	0.2547169324
261	0.2543259231
262	0.2536182793
263	0.2531096835
264	0.2526827239
265	0.2516130267
266	0.2513509229
267	0.2505906641
268	0.2498894544
269	0.2488845856
270	0.2485317889
271	0.2476098175
272	0.246389529
273	0.245635549
274	0.2448629517
275	0.2445698466
276	0.2433730434
277	0.2425340974
278	0.2420328536
279	0.2418477579
280	0.2413130681
281	0.2404239052
282	0.2396849593
283	0.2389723092
284	0.2387508682
285	0.2382671036
286	0.2377271393
287	0.2372485481
288	0.2362696245
289	0.2356197386
290	0.2350102047
291	0.2341927475
292	0.233602636
293	0.2329366807
294	0.2321484425
295	0.2311189196
296	0.2305123071
297	0.2300088353
298	0.2286610545
299	0.2281589771
300	0.2278928077
301	0.2276371819
302	0.2266351148
303	0.2257124853
304	0.2252275017
305	0.2245469481
306	0.2240233224
307	0.2236739148
308	0.2231712479
309	0.2230789973
310	0.2223481416
311	0.2219049421
312	0.2212692885
313	0.2208718769
314	0.220672397
315	0.2199230476
316	0.2193217263
317	0.2188758471
318	0.2179724538
319	0.2172565592
320	0.2169939975
321	0.2166499938
322	0.2159477885
323	0.2152856662
324	0.2152133697
325	0.2141917975
326	0.213374706
327	0.2127203443
328	0.2123153792
329	0.2118707429
330	0.2117774961
331	0.2104703768
332	0.2100571999
333	0.2095459171
334	0.209056458
335	0.2085088223
336	0.2075347578
337	0.2068455053
338	0.2063277879
339	0.2056902161
340	0.2050709471
341	0.2044781651
342	0.2031879144
343	0.2027835056
344	0.2022432988
345	0.2014445137
346	0.2008847803
347	0.2002335808
348	0.1999300272
349	0.1996818089
350	0.1993972229
351	0.1988001318
352	0.1984439517
353	0.1980220547
354	0.1972776651
355	0.1969625731
356	0.1966635654
357	0.1959447155
358	0.195373735
359	0.1948014846
360	0.1941855956
361	0.1938722445
362	0.1929441159
363	0.1924250182
364	0.1922633188
365	0.1916950252
366	0.1908154455
367	0.1903086102
368	0.1901253551
369	0.1897630392
370	0.1892683593
371	0.1891204378
372	0.1888486356
373	0.1883775776
374	0.187506471
375	0.1870452465
376	0.1865408655
377	0.1857946125
378	0.1854971317
379	0.1852680558
380	0.1845920863
381	0.184044328
382	0.1837236335
383	0.1835453365
384	0.1832373355
385	0.1829655858
386	0.182380904
387	0.1819877867
388	0.1815011185
389	0.1809990017
390	0.180156213
391	0.1799554878
392	0.1790143976
393	0.1785768502
394	0.1780929444
395	0.1777867842
396	0.1772792301
397	0.1767620495
398	0.1761431835
399	0.1758127011
400	0.1752271104
401	0.1744970867
402	0.1744267063
403	0.1742421687
404	0.1737991228
405	0.1734153276
406	0.1726883057
407	0.1721592345
408	0.1717602602
409	0.1713573092
410	0.1709834199
411	0.1707417792
412	0.1699306552
413	0.169250687
414	0.1687236102
415	0.1683711319
416	0.1679454253
417	0.1675086851
418	0.1672118466
419	0.1667975255
420	0.1665585673
421	0.1663442471
422	0.165824467
423	0.1651320585
424	0.1645669342
425	0.1642331542
426	0.1637065451
427	0.1633192058
428	0.163088027
429	0.1626915201
430	0.1623635857
431	0.1619478034
432	0.161426971
433	0.1609018104
434	0.1607088729
435	0.1604683354
436	0.1599299156
437	0.1594706617
438	0.1591011417
439	0.1587567354
440	0.158501415
441	0.1582160117
442	0.1580387104
443	0.1579026725
444	0.1576637038
445	0.1567280535
446	0.1565474388
447	0.1562471581
448	0.1560297725
449	0.1557335824
450	0.1555165341
451	0.155339728
452	0.1551461222
453	0.1548826129
454	0.1541561865
455	0.1538827527
456	0.1536026057
457	0.1535324023
458	0.1530947432
459	0.152898655
460	0.152200688
461	0.1517241797
462	0.1513528456
463	0.1508500334
464	0.1507286251
465	0.1503815082
466	0.1498105013
467	0.1495744654
468	0.1492388444
469	0.1488832772
470	0.1481887059
471	0.1477463278
472	0.1474197513
473	0.1471948032
474	0.1469760638
475	0.146588121
476	0.1463769589
477	0.1463178968
478	0.1457667969
479	0.145563183
480	0.1451501996
481	0.1449010204
482	0.1448106159
483	0.1444973627
484	0.1441433788
485	0.1438048367
486	0.1437086023
487	0.1434862051
488	0.1431588452
489	0.1430152546
490	0.1425950927
491	0.1423271958
492	0.142179819
493	0.1417395053
494	0.1412722171
495	0.1408349916
496	0.1405944808
497	0.1402454571
498	0.1396496577
499	0.1390875175
500	0.1385323922
501	0.1384077495
502	0.138110013
503	0.1378208574
504	0.1372489712
505	0.1370945728
506	0.1369360806
507	0.1364582141
508	0.1362200991
509	0.1359161712
510	0.135570971
511	0.1355070157
512	0.1353484389
513	0.1350876277
514	0.1347100165
515	0.1345596655
516	0.1341187831
517	0.133758986
518	0.1335367403
519	0.1331645022
520	0.1331336463
521	0.133035433
522	0.1327996993
523	0.1324108259
524	0.1320888827
525	0.1318295629
526	0.131418905
527	0.1309903089
528	0.1308293065
529	0.1305155686
530	0.1301540059
531	0.1300912922
532	0.1297319488
533	0.1295737445
534	0.1293203245
535	0.129120167
536	0.1285154526
537	0.1281432686
538	0.1277407732
539	0.1275367897
540	0.1272307757
541	0.127024468
542	0.1268407037
543	0.12662608
544	0.1262177474
545	0.1261482573
546	0.1258919363
547	0.1257288658
548	0.1253867919
549	0.1252938128
550	0.1250443953
551	0.1248488575
552	0.1244745389
553	0.1243096816
554	0.1241140508
555	0.1237837238
556	0.1235454029
557	0.1234586285
558	0.123234767
559	0.1229313855
560	0.1228157318
561	0.1225031034
562	0.1220963137
563	0.1218354222
564	0.1216399872
565	0.1214865935
566	0.1213051691
567	0.1212369776
568	0.121039931
569	0.120734292
570	0.1205432234
571	0.1201895564
572	0.1198300199
573	0.1196453965
574	0.1193971781
575	0.1188375607
576	0.1186251237
577	0.1181507561
578	0.1180482013
579	0.1179576311
580	0.1176914019
581	0.1173680369
582	0.1171407526
583	0.1168787302
584	0.1166103907
585	0.1164693704
586	0.1162478822
587	0.1160463641
588	0.1158922756
589	0.1157049623
590	0.1154305845
591	0.1153083027
592	0.1150083803
593	0.1146918428
594	0.1143428624
595	0.1141130752
596	0.1138651631
597	0.1137049756
598	0.1134574368
599	0.1133641989
600	0.1131713023
601	0.1130137312
602	0.1128727792
603	0.1126970676
604	0.1123804292
605	0.1121013411
606	0.11195926
607	0.1118695314
608	0.1116032649
609	0.1115101713
610	0.1111772819
611	0.1111043678
612	0.1110049386
613	0.1107088633
614	0.1106349522
615	0.1103158845
616	0.1100760325
617	0.1097927254
618	0.1095212879
619	0.1092601717
620	0.109093832
621	0.1089777797
622	0.1087701814
623	0.1085942208
624	0.1081945852
625	0.1077878864
626	0.1076444019
627	0.1074503472
628	0.107402098
629	0.1072486991
630	0.1069469852
631	0.1068021715
632	0.1066363008
633	0.1065425777
634	0.1062478685
635	0.1058167289
636	0.1055069261
637	0.1053475005
638	0.1052584134
639	0.1049906018
640	0.1049226945
641	0.1047884708
642	0.1046357949
643	0.1045595409
644	0.1043921655
645	0.1042208173
646	0.1040794913
647	0.1040397036
648	0.1037956204
649	0.1036785281
650	0.1035978394
651	0.1034361709
652	0.1029419692
653	0.1028485194
654	0.1024803322
655	0.1023249968
656	0.1020864361
657	0.1020324368
658	0.1018807335
659	0.1018322824
660	0.1017545697
661	0.1015519698
662	0.1014134432
663	0.1012234678
664	0.1011377316
665	0.1009955202
666	0.1007036448
667	0.1005295626
668	0.1003618116
669	0.1002800751
670	0.1000443285
671	0.09987730207
672	0.09981863153
673	0.09961702007
674	0.09955163662
675	0.09936730761
676	0.0992992816
677	0.09890391459
678	0.0987000996
679	0.09857344908
680	0.0982626737
681	0.09807652644
682	0.09795114772
683	0.09773501004
684	0.09758670721
685	0.09746419758
686	0.09726968132
687	0.09718034908
688	0.09706968148
689	0.09691827713
690	0.0967743582
691	0.09639986485
692	0.09622101347
693	0.09603438855
694	0.09584316407
695	0.09574440029
696	0.09553953125
697	0.09533619374
698	0.09518833275
699	0.0949894166
700	0.09477359509
701	0.09451754524
702	0.09429798591
703	0.09410413443
704	0.09402824013
705	0.09390985748
706	0.09386158975
707	0.09371295158
708	0.09344381284
709	0.09300801864
710	0.09284186944
711	0.09272869755
712	0.09245115145
713	0.09229469201
714	0.0920910009
715	0.09196607407
716	0.09186216074
717	0.09172802748
718	0.09161832055
719	0.09148483745
720	0.09129753711
721	0.09104702885
722	0.09094162915
723	0.09081151179
724	0.09048966876
725	0.09037489437
726	0.09020189167
727	0.09001866674
728	0.08995195123
729	0.0898020452
730	0.0897259612
731	0.08932653931
732	0.0891128793
733	0.08899575312
734	0.08890040339
735	0.08866313086
736	0.08855953169
737	0.08838857966
738	0.08820118677
739	0.0881144204
740	0.08788755465
741	0.08775123608
742	0.08758955242
743	0.08732406723
744	0.08716369806
745	0.08697537074
746	0.08676157687
747	0.08667425273
748	0.08643556312
749	0.08621722509
750	0.08588769402
751	0.08582558495
752	0.08574317193
753	0.08561969142
754	0.08522613869
755	0.08515904206
756	0.08507418089
757	0.08476412074
758	0.08470598933
759	0.08442445337
760	0.08434213395
761	0.08413033109
762	0.08397916947
763	0.08384150913
764	0.08379838507
765	0.08372769752
766	0.08361828272
767	0.08356730362
768	0.08346807935
769	0.08332468204
770	0.08320961752
771	0.08313611459
772	0.08292138316
773	0.08287726346
774	0.0828042545
775	0.08273450984
776	0.08268379219
777	0.08257063378
778	0.08250854091
779	0.08243338496
780	0.08215544735
781	0.0820659208
782	0.08199283828
783	0.08189409383
784	0.0817977497
785	0.08166728986
786	0.08156279765
787	0.08141951539
788	0.08112791241
789	0.08104107574
790	0.08097564696
791	0.08078851132
792	0.08069892387
793	0.08062077703
794	0.08049243189
795	0.08035847545
796	0.0801481482
797	0.08004816439
798	0.07983344591
799	0.07958561882
800	0.07947386582
801	0.07938135984
802	0.07931239075
803	0.07921580427
804	0.07909834272
805	0.07901799104
806	0.07890616883
807	0.07867653883
808	0.07848488296
809	0.07837493448
810	0.07832192036
811	0.07806908708
812	0.07793235122
813	0.07786249928
814	0.07769140667
815	0.07763764235
816	0.07745465028
817	0.07738265661
818	0.07724406256
819	0.07715462768
820	0.07698072528
821	0.0769557208
822	0.07676118952
823	0.07660171031
824	0.07652752469
825	0.07638050226
826	0.07622660307
827	0.07614091039
828	0.07599310333
829	0.07587392725
830	0.07575878757
831	0.07561926212
832	0.07549556726
833	0.0753706079
834	0.07530033039
835	0.07526364027
836	0.07509222121
837	0.07499208252
838	0.07483820087
839	0.07473943303
840	0.07464091795
841	0.07461654561
842	0.07445512958
843	0.07433020556
844	0.07419035262
845	0.07409373353
846	0.0740102838
847	0.07382542287
848	0.07370945668
849	0.07358981362
850	0.07347220402
851	0.07343021716
852	0.073219654
853	0.07316092279
854	0.07304443952
855	0.0728346213
856	0.07277815419
857	0.07261342406
858	0.07247625634
859	0.07237962383
860	0.07231945795
861	0.07211651621
862	0.07194938124
863	0.07176494443
864	0.07160864827
865	0.07142250897
866	0.07134573182
867	0.07114715101
868	0.07104442218
869	0.07092879181
870	0.07079275468
871	0.07072844291
872	0.07065001751
873	0.07053501904
874	0.07047083335
875	0.07037449356
876	0.07023605579
877	0.07015910603
878	0.07009440689
879	0.0699897358
880	0.06982645519
881	0.06969141999
882	0.0696311134
883	0.0695512958
884	0.06938468131
885	0.0693104033
886	0.06923544365
887	0.06906377628
888	0.06900415331
889	0.06888464529
890	0.06877382679
891	0.06867175157
892	0.06864067335
893	0.06845794466
894	0.06839016352
895	0.06836630989
896	0.06818124238
897	0.06808005425
898	0.0680256648
899	0.06797906253
900	0.06787797053
901	0.06782769274
902	0.06772573965
903	0.06761771511
904	0.06743245035
905	0.06740580197
906	0.06728113757
907	0.06720527141
908	0.06710508857
909	0.0669928231
910	0.06691423857
911	0.06677814709
912	0.06663423443
913	0.06658071638
914	0.06649288271
915	0.06637712834
916	0.06630275458
917	0.06618315004
918	0.06605179344
919	0.06592407333
920	0.06581515783
921	0.06573863753
922	0.06562261193
923	0.06551122027
924	0.0654283661
925	0.06536166724
926	0.06529362593
927	0.06524687845
928	0.06518204412
929	0.06512405724
930	0.06504544059
931	0.064982526
932	0.06490389292
933	0.0648031907
934	0.064715829
935	0.06468977226
936	0.06461628604
937	0.06446606696
938	0.06431213012
939	0.06420810841
940	0.06411165745
941	0.06397330139
942	0.06382524813
943	0.06374528576
944	0.06361900549
945	0.06346016437
946	0.06337500864
947	0.06331119851
948	0.06326131086
949	0.06314830102
950	0.0630014085
951	0.06296959641
952	0.06280441614
953	0.06270785061
954	0.0625931482
955	0.06254537321
956	0.06245032801
957	0.06227479208
958	0.06216848204
959	0.06194786965
960	0.06192343954
961	0.06182297082
962	0.06178661859
963	0.06167598222
964	0.06156877866
965	0.0613751113
966	0.0612777389
967	0.06121317321
968	0.06115515332
969	0.0610215531
970	0.06098051912
971	0.06091100064
972	0.06071119758
973	0.06067452241
974	0.06061944308
975	0.06058180465
976	0.06051912411
977	0.06044871361
978	0.06041542764
979	0.06033576546
980	0.06027227537
981	0.0601824617
982	0.06010611866
983	0.06006741554
984	0.05994038379
985	0.05986155562
986	0.05973747925
987	0.05964991868
988	0.05962979358
989	0.0594603265
990	0.05933527336
991	0.05922689198
992	0.05913937297
993	0.05894412267
994	0.05879912933
995	0.05877576728
996	0.05874849138
997	0.05865263244
998	0.05847786746
999	0.05833731309
1000	0.05828415594
1001	0.05814179881
1002	0.05802421156
1003	0.05795194785
1004	0.05793769235
1005	0.05782968954
1006	0.05777335738
1007	0.0576784439
1008	0.0575496984
1009	0.05745265801
1010	0.05742210916
1011	0.05734056431
1012	0.05724729807
1013	0.05721224552
1014	0.05704421868
1015	0.05690479238
1016	0.05683480817
1017	0.05673483724
1018	0.0565805695
1019	0.05649472021
1020	0.05634272986
1021	0.05627487669
1022	0.0561829759
1023	0.05604625715
1024	0.05600192905
1025	0.05590880144
1026	0.05578824711
1027	0.05570439964
1028	0.05560764161
1029	0.05552486251
1030	0.0554555753
1031	0.05539321994
1032	0.05536291901
1033	0.05533233411
1034	0.05531393919
1035	0.05527708891
1036	0.05519361489
1037	0.05516192822
1038	0.05510727583
1039	0.05498232169
1040	0.0548945012
1041	0.05471904507
1042	0.05465965727
1043	0.05459136527
1044	0.05450847831
1045	0.05440684431
1046	0.05435858716
1047	0.05433968602
1048	0.05429064793
1049	0.0542585808
1050	0.05423905022
1051	0.05419601518
1052	0.05414083922
1053	0.05410229608
1054	0.05405754536
1055	0.05395562957
1056	0.05388245029
1057	0.0538280072
1058	0.05368342883
1059	0.05362975541
1060	0.05355926412
1061	0.05348554756
1062	0.05340100065
1063	0.05336341154
1064	0.05325688517
1065	0.05320881189
1066	0.05312512835
1067	0.05300637521
1068	0.05293889224
1069	0.05286572762
1070	0.0527864498
1071	0.05268912502
1072	0.0526541081
1073	0.05256438203
1074	0.05246995685
1075	0.05240587335
1076	0.05237587868
1077	0.05234413342
1078	0.05230027139
1079	0.05222763504
1080	0.05219634963
1081	0.05213163235
1082	0.05204849851
1083	0.05200880272
1084	0.05197192775
1085	0.05185709273
1086	0.0518070277
1087	0.05173860762
1088	0.05167882777
1089	0.05158080918
1090	0.0514936259
1091	0.0514551926
1092	0.05137378746
1093	0.05135275778
1094	0.0512377742
1095	0.05113274699
1096	0.05110532863
1097	0.05105935968
1098	0.05098731757
1099	0.05091207577
1100	0.05083151265
1101	0.05079533766
1102	0.05072484217
1103	0.05069348687
1104	0.05059242302
1105	0.05055666412
1106	0.05044277176
1107	0.05035306377
1108	0.05021821926
1109	0.05018399907
1110	0.05014985099
1111	0.05003110566
1112	0.05000682216
1113	0.04986916251
1114	0.04986005185
1115	0.04980663149
1116	0.04972303352
1117	0.04969642365
1118	0.04958330101
1119	0.04948208238
1120	0.04941441363
1121	0.04935390801
1122	0.04930983035
1123	0.04922195717
1124	0.04918895522
1125	0.04914974627
1126	0.04913685395
1127	0.04911264392
1128	0.04906553583
1129	0.04897504317
1130	0.04891126618
1131	0.04884110315
1132	0.04881317342
1133	0.04875452761
1134	0.04873468146
1135	0.04870142646
1136	0.04866084002
1137	0.04860202102
1138	0.04851845414
1139	0.04849229839
1140	0.04843134298
1141	0.04834855101
1142	0.04832893093
1143	0.04828962858
1144	0.04821121095
1145	0.04817514538
1146	0.0480639369
1147	0.04797449304
1148	0.04793422613
1149	0.04785334797
1150	0.04780438671
1151	0.04775423156
1152	0.04771177958
1153	0.04766621728
1154	0.04758080016
1155	0.04755875715
1156	0.04746105776
1157	0.04738436412
1158	0.04733515567
1159	0.04729129877
1160	0.04723225755
1161	0.04721059665
1162	0.04716805566
1163	0.04713202562
1164	0.04708265183
1165	0.04703065997
1166	0.04695757129
1167	0.0469274172
1168	0.04690009467
1169	0.04687944883
1170	0.0468601577
1171	0.04680189775
1172	0.04676775605
1173	0.0467133736
1174	0.04667069094
1175	0.04659795413
1176	0.0465055751
1177	0.04648346444
1178	0.04644505759
1179	0.04637385047
1180	0.04626740683
1181	0.04619333434
1182	0.04610432868
1183	0.04604255024
1184	0.04591085557
1185	0.04588195515
1186	0.04582869244
1187	0.04576919233
1188	0.04566393289
1189	0.04556210582
1190	0.04549382801
1191	0.04546512219
1192	0.04541299436
1193	0.0454016034
1194	0.04534301321
1195	0.04531248332
1196	0.04529129588
1197	0.04526974398
1198	0.04523095455
1199	0.0451878666
1200	0.04512304586
1201	0.04508377104
1202	0.04503666179
1203	0.04498980407
1204	0.04496070256
1205	0.04486874572
1206	0.04481510662
1207	0.04476819945
1208	0.04473093727
1209	0.04461326088
1210	0.04453578385
1211	0.0445167921
1212	0.04446181375
1213	0.04443781429
1214	0.04438830944
1215	0.04430717394
1216	0.04427422652
1217	0.04422427686
1218	0.04415490925
1219	0.04411665017
1220	0.04410022701
1221	0.04402107488
1222	0.04393976916
1223	0.0438331409
1224	0.04373055103
1225	0.04365232016
1226	0.04360048096
1227	0.04355977547
1228	0.04353095514
1229	0.04348620083
1230	0.04342407643
1231	0.04334657134
1232	0.04332441324
1233	0.04327221939
1234	0.04324365199
1235	0.0432087774
1236	0.04315311341
1237	0.04310092723
1238	0.04305723113
1239	0.04298415648
1240	0.04293712233
1241	0.04292046677
1242	0.04290006676
1243	0.04281551721
1244	0.04279791942
1245	0.04271148487
1246	0.04267907348
1247	0.04263279206
1248	0.04249454354
1249	0.04245212895
1250	0.04240153887
1251	0.04238489235
1252	0.04232134292
1253	0.0422360429
1254	0.0422042428
1255	0.04217955766
1256	0.0421542413
1257	0.04211015508
1258	0.0420296391
1259	0.04195503196
1260	0.04187170675
1261	0.04182274354
1262	0.04177255521
1263	0.04174864416
1264	0.04170989092
1265	0.04161929396
1266	0.04160358293
1267	0.04153689711
1268	0.04144430896
1269	0.04142578188
1270	0.04140397332
1271	0.04135066706
1272	0.04130921716
1273	0.04126595704
1274	0.04121441048
1275	0.04118640825
1276	0.04103067089
1277	0.0409716209
1278	0.04091750632
1279	0.04089615683
1280	0.04087964193
1281	0.04086261294
1282	0.04082594941
1283	0.04078635271
1284	0.04072291097
1285	0.04064758656
1286	0.04059473807
1287	0.04056241172
1288	0.040531355
1289	0.04047966495
1290	0.04046529388
1291	0.04039602473
1292	0.04034910752
1293	0.04030304964
1294	0.0402908526
1295	0.04026708392
1296	0.04020100424
1297	0.04015585806
1298	0.04012510775
1299	0.04003780756
1300	0.03994192942
1301	0.039888563
1302	0.03984988323
1303	0.03981783907
1304	0.03975664104
1305	0.03973017108
1306	0.03968035978
1307	0.03959727594
1308	0.03951099859
1309	0.0394761265
1310	0.03943030307
1311	0.03937710476
1312	0.03935343118
1313	0.03928273901
1314	0.03922216901
1315	0.03916923448
1316	0.03913141397
1317	0.03906491735
1318	0.03901441227
1319	0.0389902256
1320	0.03891965479
1321	0.03885400434
1322	0.03877834574
1323	0.03873388277
1324	0.03867058611
1325	0.03858735165
1326	0.03856528066
1327	0.03852026574
1328	0.03846843682
1329	0.0384460833
1330	0.03841300225
1331	0.03837791732
1332	0.03832423885
1333	0.0382936988
1334	0.03826447153
1335	0.03824139216
1336	0.0382250386
1337	0.03814359772
1338	0.03808444475
1339	0.03805937821
1340	0.03801416707
1341	0.03799356778
1342	0.03794505349
1343	0.03792218085
1344	0.03786409553
1345	0.03784656123
1346	0.03778887095
1347	0.03775557834
1348	0.03774569529
1349	0.03773864698
1350	0.03771175361
1351	0.0376913963
1352	0.03766902227
1353	0.03755250369
1354	0.03752458529
1355	0.03746757196
1356	0.03737932955
1357	0.03734568085
1358	0.03729927386
1359	0.03720869931
1360	0.03713782997
1361	0.03712599487
1362	0.03704505243
1363	0.03696243659
1364	0.03693780943
1365	0.03688918254
1366	0.0368556748
1367	0.03683296811
1368	0.03681911903
1369	0.03680391347
1370	0.03675061284
1371	0.03670970731
1372	0.03668442021
1373	0.03663291856
1374	0.03660692862
1375	0.03656587567
1376	0.03655154829
1377	0.03650136036
1378	0.03647091652
1379	0.03643474096
1380	0.03636230572
1381	0.0363556735
1382	0.03631643166
1383	0.03628961729
1384	0.0362547159
1385	0.03623881668
1386	0.03621040263
1387	0.03619250404
1388	0.03615265866
1389	0.03608604868
1390	0.03605252335
1391	0.03602832028
1392	0.03595346092
1393	0.03593449368
1394	0.03590290685
1395	0.03588172975
1396	0.03583300807
1397	0.03581242411
1398	0.03576879266
1399	0.03571476348
1400	0.03568084091
1401	0.03558390696
1402	0.0355463567
1403	0.03549517553
1404	0.0354807753
1405	0.03544279749
1406	0.03541352942
1407	0.03540453002
1408	0.03537072685
1409	0.03531965293
1410	0.03530902719
1411	0.03526902532
1412	0.03524295626
1413	0.03518641929
1414	0.03514569134
1415	0.03506029085
1416	0.03501652256
1417	0.03496996653
1418	0.03490602151
1419	0.0348138452
1420	0.03478870656
1421	0.03472910442
1422	0.03470560383
1423	0.03464326027
1424	0.0346067551
1425	0.03459207323
1426	0.03453524981
1427	0.03451065071
1428	0.03443565043
1429	0.03438733075
1430	0.03435609793
1431	0.03431184346
1432	0.03427604782
1433	0.03422540181
1434	0.03412996595
1435	0.03409369929
1436	0.03406440227
1437	0.03401409948
1438	0.03396886186
1439	0.03392772893
1440	0.03390507089
1441	0.0338758248
1442	0.0338158345
1443	0.03380348014
1444	0.03375627181
1445	0.03372759248
1446	0.03366222995
1447	0.03362889238
1448	0.03357041999
1449	0.03351286551
1450	0.03346263381
1451	0.03344297615
1452	0.0334146173
1453	0.03340003699
1454	0.03337885554
1455	0.03331117075
1456	0.03328934308
1457	0.03324019737
1458	0.03323360986
1459	0.03319752991
1460	0.0331841586
1461	0.03316844881
1462	0.03312884762
1463	0.03305996528
1464	0.03300156014
1465	0.03296420687
1466	0.03293642757
1467	0.03291055265
1468	0.03288622399
1469	0.03286624277
1470	0.03285839465
1471	0.0328505644
1472	0.0328283043
1473	0.0327912509
1474	0.03273271043
1475	0.03268301992
1476	0.03265502963
1477	0.03264358956
1478	0.03262196851
1479	0.03259940275
1480	0.03256894289
1481	0.03251634716
1482	0.03247735983
1483	0.03244189995
1484	0.03243358102
1485	0.032367724
1486	0.03234451346
1487	0.03231631794
1488	0.03228036689
1489	0.03226450708
1490	0.03224857875
1491	0.03223402118
1492	0.03221188711
1493	0.03217604499
1494	0.03213514275
1495	0.03212716928
1496	0.03211454065
1497	0.03204873099
1498	0.03202098148
1499	0.03199151541
1500	0.03197008145
1501	0.03196358455
1502	0.03190206995
1503	0.03185025228
1504	0.03182568909
