iter	Passed	Remaining
507	730	707
508	731	705
509	732	704
510	734	702
511	735	701
512	737	699
513	738	698
514	739	696
515	741	695
516	742	693
517	744	692
518	745	690
519	746	689
520	748	687
521	749	686
522	750	684
523	751	682
524	753	681
525	754	680
526	756	678
527	757	676
528	758	675
529	760	674
530	761	672
531	763	671
532	764	669
533	765	668
534	767	666
535	768	665
536	770	664
537	771	662
538	773	661
539	774	659
540	775	658
541	777	656
542	778	655
543	780	654
544	781	652
545	783	651
546	784	649
547	786	648
548	787	646
549	788	645
550	790	643
551	791	642
552	792	640
553	794	639
554	795	637
555	796	636
556	798	634
557	799	633
558	801	632
559	802	630
560	803	629
561	805	627
562	806	626
563	808	625
564	809	623
565	811	622
566	813	621
567	814	619
568	815	617
569	816	616
570	818	614
571	819	613
572	821	611
573	822	610
574	823	608
575	825	607
576	826	606
577	828	604
578	829	603
579	830	601
580	832	600
581	833	598
582	834	597
583	836	595
584	837	594
585	838	592
586	840	591
587	841	589
588	843	588
589	844	586
590	846	585
591	847	583
592	848	582
593	850	580
594	851	579
595	853	578
596	854	576
597	855	575
598	857	573
599	858	572
600	860	571
601	861	569
602	862	568
603	864	566
604	865	565
605	867	563
606	868	562
607	869	560
608	871	559
609	872	558
610	874	556
611	875	555
612	877	553
613	878	552
614	880	551
615	881	549
616	882	547
617	884	546
618	885	545
619	887	543
620	888	542
621	890	541
622	891	539
623	893	538
624	894	536
625	896	535
626	897	533
627	898	532
628	900	531
629	901	529
630	902	527
631	904	526
632	905	525
633	906	523
634	908	522
635	909	520
636	911	519
637	912	517
638	913	516
639	915	514
640	916	513
641	917	511
642	919	510
643	920	508
644	921	507
645	923	505
646	924	504
647	926	503
648	927	501
649	929	500
650	930	498
651	931	497
652	933	496
653	934	494
654	936	493
655	937	491
656	939	490
657	940	488
658	941	487
659	943	486
660	945	484
661	946	483
662	948	481
663	949	480
664	951	479
665	952	477
666	954	476
667	956	475
668	958	474
669	959	472
670	961	471
671	963	470
672	964	468
673	966	467
674	967	465
675	969	464
676	972	463
677	974	462
678	976	461
679	978	460
680	979	458
681	981	457
682	984	456
683	985	455
684	987	454
685	989	452
686	991	451
687	993	450
688	995	449
689	997	448
690	999	446
691	1000	445
692	1002	443
693	1003	442
694	1005	441
695	1006	439
696	1008	438
697	1010	437
698	1011	435
699	1013	434
700	1014	432
701	1016	431
702	1018	430
703	1019	428
704	1021	427
705	1022	425
706	1024	424
707	1026	423
708	1027	421
709	1029	420
710	1030	418
711	1032	417
712	1033	416
713	1035	414
714	1036	413
715	1038	411
716	1039	410
717	1041	409
718	1043	407
719	1044	406
720	1046	404
721	1047	403
722	1049	402
723	1050	400
724	1052	399
725	1053	397
726	1055	396
727	1056	394
728	1058	393
729	1059	391
730	1061	390
731	1063	389
732	1064	387
733	1066	386
734	1067	384
735	1069	383
736	1070	382
737	1071	380
738	1073	379
739	1074	377
740	1076	376
741	1077	374
742	1078	373
743	1080	371
744	1081	370
745	1083	368
746	1084	367
747	1086	365
748	1087	364
749	1089	363
750	1090	361
751	1091	360
752	1093	358
753	1094	357
754	1095	355
755	1097	354
756	1098	352
757	1099	351
758	1101	349
759	1102	348
760	1103	346
761	1105	345
762	1106	343
763	1108	342
764	1109	340
765	1110	339
766	1111	337
767	1113	336
768	1114	334
769	1116	333
770	1117	331
771	1118	330
772	1120	329
773	1121	327
774	1123	326
775	1124	324
776	1125	323
777	1127	321
778	1128	320
779	1129	318
780	1131	317
781	1132	315
782	1134	314
783	1135	312
784	1137	311
785	1138	309
786	1139	308
787	1141	307
788	1142	305
789	1143	304
790	1145	302
791	1146	301
792	1148	299
793	1149	298
794	1150	296
795	1152	295
796	1153	293
797	1155	292
798	1156	291
799	1158	289
800	1159	288
801	1161	286
802	1162	285
803	1164	283
804	1165	282
805	1167	280
806	1168	279
807	1169	277
808	1171	276
809	1172	275
810	1174	273
811	1175	272
812	1176	270
813	1178	269
814	1179	267
815	1181	266
816	1182	264
817	1183	263
818	1184	261
819	1186	260
820	1187	258
821	1189	257
822	1190	256
823	1191	254
824	1193	253
825	1194	251
826	1195	250
827	1197	248
828	1198	247
829	1199	245
830	1201	244
831	1202	242
832	1204	241
833	1205	240
834	1207	238
835	1208	237
836	1210	235
837	1211	234
838	1213	232
839	1214	231
840	1215	229
841	1217	228
842	1218	226
843	1219	225
844	1221	224
845	1222	222
846	1223	221
847	1225	219
848	1226	218
849	1228	216
850	1229	215
851	1230	213
852	1232	212
853	1234	210
854	1235	209
855	1236	208
856	1238	206
857	1239	205
858	1241	203
859	1242	202
860	1243	200
861	1245	199
862	1246	197
863	1248	196
864	1249	195
865	1250	193
866	1252	192
867	1254	190
868	1255	189
869	1257	187
870	1258	186
871	1260	185
872	1261	183
873	1262	182
874	1264	180
875	1265	179
876	1266	177
877	1267	176
878	1269	174
879	1270	173
880	1272	171
881	1273	170
882	1274	168
883	1276	167
884	1277	166
885	1279	164
886	1280	163
887	1281	161
888	1283	160
889	1284	158
890	1286	157
891	1287	155
892	1289	154
893	1290	152
894	1291	151
895	1293	150
896	1294	148
897	1295	147
898	1297	145
899	1298	144
900	1300	142
901	1301	141
902	1302	139
903	1304	138
904	1305	137
905	1307	135
906	1308	134
907	1309	132
908	1311	131
909	1312	129
910	1314	128
911	1315	126
912	1316	125
913	1318	124
914	1319	122
915	1321	121
916	1322	119
917	1324	118
918	1325	116
919	1327	115
920	1328	113
921	1330	112
922	1332	111
923	1333	109
924	1335	108
925	1336	106
926	1338	105
927	1339	103
928	1340	102
929	1342	101
930	1343	99
931	1345	98
932	1346	96
933	1348	95
934	1349	93
935	1351	92
936	1353	90
937	1354	89
938	1355	88
939	1357	86
940	1358	85
941	1360	83
942	1361	82
943	1363	80
944	1364	79
945	1366	78
946	1368	76
947	1369	75
948	1371	73
949	1373	72
950	1374	70
951	1376	69
952	1377	67
953	1379	66
954	1381	65
955	1382	63
956	1384	62
957	1385	60
958	1387	59
959	1388	57
960	1390	56
961	1392	54
962	1393	53
963	1395	52
964	1397	50
965	1399	49
966	1400	47
967	1402	46
968	1403	44
969	1405	43
970	1407	42
971	1408	40
972	1410	39
973	1411	37
974	1413	36
975	1414	34
976	1416	33
977	1417	31
978	1419	30
979	1420	28
980	1422	27
981	1423	26
982	1424	24
983	1426	23
984	1427	21
985	1429	20
986	1430	18
987	1432	17
988	1433	15
989	1434	14
990	1436	13
991	1437	11
992	1439	10
993	1440	8
994	1442	7
995	1444	5
996	1445	4
997	1447	2
998	1449	1
999	1450	0
