iter	MultiClass
167	0.7857977986
168	0.7848580808
169	0.7836655075
170	0.782331865
171	0.7811253174
172	0.7793341278
173	0.7783371679
174	0.7770269372
175	0.7760894951
176	0.7754404488
177	0.7745825618
178	0.7727843896
179	0.770437549
180	0.7690174371
181	0.768313347
182	0.7666861344
183	0.7652696301
184	0.7637677673
185	0.7631612605
186	0.7613675354
187	0.7604250781
188	0.7595759134
189	0.7585921521
190	0.757755046
191	0.7558368448
192	0.7548837656
193	0.7532919998
194	0.752380682
195	0.7500352126
196	0.7490880491
197	0.7479334621
198	0.7465762883
199	0.7456516553
200	0.7448100007
201	0.7435648561
202	0.7425098848
203	0.7413611306
204	0.7408181922
205	0.7396684373
206	0.7390940882
207	0.73809971
208	0.7370677182
209	0.7357586276
210	0.7352785097
211	0.7339922788
212	0.7323887876
213	0.7314394801
214	0.7294980911
215	0.7285265367
216	0.7267251477
217	0.7260448433
218	0.7243652817
219	0.7229809128
220	0.7222102292
221	0.7208289908
222	0.7203879549
223	0.7194576481
224	0.7180953133
225	0.7174112258
226	0.7168295084
227	0.7155670959
228	0.7140059847
229	0.7127456998
230	0.7116737759
231	0.7108834616
232	0.710005117
233	0.7083982393
234	0.7075857072
235	0.7064658381
236	0.7054223595
237	0.7044906236
238	0.7038377474
239	0.7030279749
240	0.7013176307
241	0.6996991852
242	0.698648386
243	0.6978140059
244	0.6972372224
245	0.6964373945
246	0.6956101751
247	0.694505595
248	0.6935688275
249	0.6927192109
250	0.6922307305
251	0.6906628258
252	0.6899550194
253	0.6886133285
254	0.6878233792
255	0.6869548806
256	0.6856127363
257	0.6851011336
258	0.6846698665
259	0.6830732774
260	0.6817611381
261	0.6812689847
262	0.6803860836
263	0.6796822514
264	0.6782873299
265	0.6773968272
266	0.6766393746
267	0.675271845
268	0.6746651883
269	0.6733035957
270	0.6724957889
271	0.6715583151
272	0.6704798351
273	0.669318233
274	0.6687354986
275	0.6681898411
276	0.6666280251
277	0.6656301858
278	0.6645484632
279	0.6631697707
280	0.6622414092
281	0.6611567593
282	0.6608491871
283	0.6601968549
284	0.6593886592
285	0.6584196038
286	0.6574107361
287	0.6562885566
288	0.6558487072
289	0.6546918581
290	0.6542477849
291	0.6533334575
292	0.6526086762
293	0.6513915751
294	0.6502242501
295	0.6491021644
296	0.6480024842
297	0.6470943876
298	0.6461437851
299	0.6446492846
300	0.64430336
301	0.6435175172
302	0.642620067
303	0.6417515522
304	0.6408171964
305	0.63985153
306	0.6383112812
307	0.6377938028
308	0.6360440354
309	0.635241825
310	0.6343045994
311	0.6336813689
312	0.6326584132
313	0.631619302
314	0.6307990904
315	0.6296639304
316	0.6285364432
317	0.6275151016
318	0.6269097865
319	0.6264097201
320	0.6253690021
321	0.6246794672
322	0.6241813982
323	0.623294023
324	0.6220634711
325	0.6203630228
326	0.6189311709
327	0.6184151383
328	0.6178003187
329	0.6172599648
330	0.6160706004
331	0.6155310176
332	0.6151155804
333	0.6145064184
334	0.6126776055
335	0.6114610765
336	0.610272139
337	0.6095968572
338	0.6086930168
339	0.6076279512
340	0.6068199233
341	0.605583781
342	0.6048226341
343	0.6041489265
344	0.6032110889
345	0.6020338381
346	0.6014875433
347	0.6007905849
348	0.6005919555
349	0.5992145901
350	0.598569494
351	0.597621869
352	0.5966584442
353	0.5957974394
354	0.5949011971
355	0.5945628608
356	0.5932284795
357	0.5920925822
358	0.5907608267
359	0.5900648677
360	0.5891063397
361	0.5879354728
362	0.5870630113
363	0.5866251257
364	0.5862779298
365	0.5848678921
366	0.5841068986
367	0.5831253485
368	0.582508652
369	0.5815059564
370	0.5803514904
371	0.5791349832
372	0.5786282781
373	0.5782879262
374	0.5779903455
375	0.5772603167
376	0.5761698947
377	0.5748296882
378	0.5739941905
379	0.5725756467
380	0.5720784726
381	0.5715863019
382	0.5705390293
383	0.5692848691
384	0.5684870816
385	0.5676535302
386	0.567358533
387	0.5665050686
388	0.565982883
389	0.5650555979
390	0.5643110439
391	0.5633595464
392	0.5627327703
393	0.5624291201
394	0.5614994174
395	0.5609145904
396	0.5604168509
397	0.5594327289
398	0.5587498732
399	0.5579668153
400	0.5570090474
401	0.5564711499
402	0.5557161078
403	0.5551363725
404	0.5543511773
405	0.5538031816
406	0.5528663464
407	0.552101385
408	0.5514845787
409	0.5505609752
410	0.5496779395
411	0.5486149909
412	0.5479077577
413	0.5472653828
414	0.5457790257
415	0.5450813382
416	0.5439337557
417	0.5426834173
418	0.5421321871
419	0.5414938248
420	0.5406254742
421	0.5403135026
422	0.5394819524
423	0.5388042638
424	0.5378470247
425	0.536459335
426	0.5359178601
427	0.5352867769
428	0.5349912586
429	0.5345099033
430	0.5337130032
431	0.5328062691
432	0.531918511
433	0.531587298
434	0.5309770668
435	0.5302020825
436	0.5294628546
437	0.5287450635
438	0.5280372162
439	0.5270337738
440	0.5266370395
441	0.5257272724
442	0.5247621919
443	0.5237897932
444	0.5230171788
445	0.5223270259
446	0.5215167556
447	0.5204917406
448	0.5193755693
449	0.5187819212
450	0.5180664166
451	0.5171359964
452	0.5163450124
453	0.5157964652
454	0.5151577535
455	0.5143712833
456	0.5134078442
457	0.5129286276
458	0.5125002864
459	0.5120012975
460	0.5108372088
461	0.5102490988
462	0.5096710691
463	0.5088550406
464	0.5083243807
465	0.5079118025
466	0.5075205129
467	0.5070322681
468	0.5060922778
469	0.5050750474
470	0.504785179
471	0.5033997802
472	0.5022186748
473	0.5019361181
474	0.5015747908
475	0.5011136707
476	0.5003372192
477	0.4998621658
478	0.4991828445
479	0.4986006034
480	0.4981041446
481	0.4974812415
482	0.4964777772
483	0.496031133
484	0.4954839383
485	0.4950100785
486	0.4943592304
487	0.4940563692
488	0.4935377247
489	0.492994229
490	0.4920249174
491	0.4917659175
492	0.4906764244
493	0.4904301803
494	0.4896983916
495	0.4889048075
496	0.4882631719
497	0.4877028444
498	0.4872681889
499	0.4869944037
500	0.4858379733
501	0.4854394424
502	0.4848992432
503	0.4843797676
504	0.4833761468
505	0.4826537941
506	0.4820782381
507	0.4814580326
508	0.4806481966
509	0.4801230511
510	0.4797352297
511	0.4789753668
512	0.4785977261
513	0.4781883151
514	0.4775345433
515	0.4773084456
516	0.4770297464
517	0.4765599737
518	0.4758739178
519	0.4752631614
520	0.4745027496
521	0.4739565025
522	0.4733604773
523	0.4732135991
524	0.4727913795
525	0.4723281277
526	0.4717607178
527	0.4711335508
528	0.4706894121
529	0.4701963285
530	0.4695432001
531	0.469253681
532	0.4688643602
533	0.4682357584
534	0.4676256172
535	0.4668695116
536	0.4663061768
537	0.4659008576
538	0.4648501379
539	0.4639895081
540	0.46373199
541	0.4635306439
542	0.4631436422
543	0.4627751412
544	0.4620966293
545	0.4616950517
546	0.4613025182
547	0.4606762814
548	0.4603677588
549	0.4594458327
550	0.4591001352
551	0.4582988711
552	0.4578462598
553	0.4573102173
554	0.4567075831
555	0.4561537687
556	0.4555023211
557	0.4552300966
558	0.4547054477
559	0.4543763599
560	0.4538709969
561	0.4534381619
562	0.4529869718
563	0.4524977733
564	0.4522176688
565	0.4516481319
566	0.451064894
567	0.4507336492
568	0.449983109
569	0.4495901959
570	0.4490225943
571	0.4486628898
572	0.448204424
573	0.4478121775
574	0.4475774828
575	0.4469484218
576	0.4464607563
577	0.445710724
578	0.4452871226
579	0.4448488175
580	0.4446319607
581	0.4440729649
582	0.4431876604
583	0.4428354485
584	0.4426786823
585	0.4419834448
586	0.4414790873
587	0.440920358
588	0.4405486829
589	0.4401872429
590	0.4398001313
591	0.4389617196
592	0.4386459028
593	0.4384282399
594	0.4381639669
595	0.4377607534
596	0.4373094469
597	0.4366088925
598	0.4360838832
599	0.435281679
600	0.4347469958
601	0.4342980251
602	0.4336927302
603	0.4331312034
604	0.4325099596
605	0.4315840705
606	0.4312305339
607	0.4306385945
608	0.4302436159
609	0.429674341
610	0.4287894189
611	0.4284382909
612	0.4279926398
613	0.4274722827
614	0.4269129739
615	0.4266388972
616	0.4261926179
617	0.425328534
618	0.4250173358
619	0.4244812544
620	0.424226855
621	0.423968868
622	0.4237006604
623	0.4233219367
624	0.4226864055
625	0.4220056431
626	0.4216735052
627	0.4206714111
628	0.4195099509
629	0.4190463185
630	0.4183907156
631	0.4180256871
632	0.417515176
633	0.4170072714
634	0.4164476608
635	0.4158954671
636	0.4154465818
637	0.4144570801
638	0.4140974362
639	0.4137875466
640	0.413486402
641	0.4132452075
642	0.4127489701
643	0.4122914246
644	0.4117382962
645	0.4111139564
646	0.4103877981
647	0.4100581174
648	0.4096032431
649	0.4087737102
650	0.4084473594
651	0.4080427495
652	0.4075409886
653	0.4069378257
654	0.4063158431
655	0.4060853328
656	0.4056438956
657	0.4052731546
658	0.4048169206
659	0.4044879684
660	0.4038069511
661	0.403408182
662	0.4028676364
663	0.4022441754
664	0.4018133527
665	0.4014735023
666	0.400873527
667	0.4003360962
668	0.3997412459
669	0.3991686119
670	0.398867923
671	0.3984887548
672	0.3981191764
673	0.3977400595
674	0.3971860231
675	0.3967266563
676	0.3963506056
677	0.395451231
678	0.3951622764
679	0.3945745366
680	0.3942420498
681	0.3936208393
682	0.3931546381
683	0.3929052902
684	0.3926759066
685	0.3920005146
686	0.3916508508
687	0.3912516806
688	0.3910102175
689	0.3907092144
690	0.3901869813
691	0.389590131
692	0.3891644908
693	0.3885090452
694	0.388057925
695	0.3872175128
696	0.386737735
697	0.3863351421
698	0.3861136524
699	0.3857196552
700	0.3851086829
701	0.384893726
702	0.3844639012
703	0.3841452964
704	0.3838562904
705	0.3832405006
706	0.3830460597
707	0.3825866491
708	0.3820275707
709	0.3816507985
710	0.3811257808
711	0.3807716459
712	0.380606715
713	0.3801176477
714	0.3796030576
715	0.3793757665
716	0.3788380631
717	0.378559233
718	0.3781370892
719	0.3779251112
720	0.377358522
721	0.3770999895
722	0.3766552702
723	0.3755944628
724	0.3749204124
725	0.3743676801
726	0.3739117966
727	0.3733958693
728	0.3731223912
729	0.372739061
730	0.3725162996
731	0.3719913752
732	0.3716461954
733	0.3713639714
734	0.3709563459
735	0.3707384036
736	0.3703593553
737	0.3701957901
738	0.3699442344
739	0.3693862359
740	0.3691071722
741	0.3687258503
742	0.3683979176
743	0.3677524186
744	0.3672356555
745	0.366862575
746	0.3666137208
747	0.3663345218
748	0.3658222342
749	0.3653119229
750	0.3649276044
751	0.3645564722
752	0.364142224
753	0.3637490328
754	0.3635087371
755	0.3631819274
756	0.3627757132
757	0.3619637804
758	0.3617382242
759	0.3612162547
760	0.3607896491
761	0.3604885068
762	0.3601301182
763	0.3596065006
764	0.3593559686
765	0.3590580507
766	0.3586543517
767	0.3582844722
768	0.3579582606
769	0.357691744
770	0.3572586567
771	0.3567283561
772	0.3563599794
773	0.3558602972
774	0.3555921503
775	0.3551753885
776	0.3548042462
777	0.3544588568
778	0.3540031288
779	0.3538209655
780	0.353486549
781	0.353239398
782	0.3528156487
783	0.3525354593
784	0.3523488313
785	0.3520353755
786	0.3518890156
787	0.3514961005
788	0.3507946507
789	0.3502521102
790	0.3495283925
791	0.3493253179
792	0.3489899908
793	0.3486536383
794	0.3484977896
795	0.3483146983
796	0.3477090555
797	0.3472611239
798	0.3470688232
799	0.3466236214
800	0.3461528646
801	0.3458393718
802	0.3456577298
803	0.3453225418
804	0.3447950966
805	0.3444130355
806	0.3441891987
807	0.3436396147
808	0.3430728735
809	0.3428342338
810	0.3423190915
811	0.3419148207
812	0.3416728938
813	0.3414667747
814	0.3411073131
815	0.3406750456
816	0.3402446405
817	0.3394608974
818	0.3390341721
819	0.3384693406
820	0.338236852
821	0.3380221606
822	0.3374847419
823	0.3372464914
824	0.336863966
825	0.3364248178
826	0.3359560396
827	0.3354388104
828	0.334986326
829	0.3346024663
830	0.334368293
831	0.3338872753
832	0.3335775266
833	0.3332001044
834	0.3327980634
835	0.332477468
836	0.3321385258
837	0.3317376807
838	0.3314865444
839	0.3310645556
840	0.3305880103
841	0.3301122284
842	0.3295079194
843	0.3291001262
844	0.3288309261
845	0.3283592919
846	0.328032569
847	0.3278860418
848	0.3274002252
849	0.3270738428
850	0.3266521121
851	0.3264495973
852	0.3259296009
853	0.3256593835
854	0.3252848452
855	0.3250751635
856	0.3247208079
857	0.3243755012
858	0.3240784929
859	0.3238035407
860	0.3234852734
861	0.3232872615
862	0.3230314764
863	0.3225635845
864	0.3223516011
865	0.3218807173
866	0.3217331881
867	0.3214546931
868	0.3211835285
869	0.3206562171
870	0.3203820705
871	0.3201179042
872	0.3198096665
873	0.3193221328
874	0.3185920337
875	0.3180555159
876	0.3179239455
877	0.3175481005
878	0.3170777009
879	0.316954732
880	0.3167032731
881	0.3160742519
882	0.3155984413
883	0.3154681559
884	0.3151443752
885	0.3149428156
886	0.3145718034
887	0.3142334843
888	0.3140615967
889	0.3137688519
890	0.3134340988
891	0.3131769045
892	0.3129065597
893	0.3127867547
894	0.3123127092
895	0.3118396758
896	0.3113162751
897	0.3106485157
898	0.3104058775
899	0.3100841109
900	0.3097300656
901	0.3090303023
902	0.3087241506
903	0.3083791536
904	0.3080095553
905	0.3076267983
906	0.3071607574
907	0.3069325326
908	0.3066250112
909	0.3064518672
910	0.306153088
911	0.305972185
912	0.3055798266
913	0.3053428515
914	0.304954704
915	0.3046920625
916	0.304339317
917	0.3040759023
918	0.3036254655
919	0.3032011673
920	0.302715711
921	0.3023298086
922	0.3020776249
923	0.3017956316
924	0.3015931169
925	0.3013718429
926	0.3009546599
927	0.3006596673
928	0.3005234609
929	0.3001904436
930	0.2998394368
931	0.2995758053
932	0.2993276805
933	0.2989417169
934	0.2985518899
935	0.298246002
936	0.2977922698
937	0.2974490472
938	0.2972355625
939	0.2969692221
940	0.296760672
941	0.2964433789
942	0.2961012276
943	0.2958435545
944	0.2956486579
945	0.2953856315
946	0.2950444172
947	0.2944726762
948	0.2942027165
949	0.2940014444
950	0.2937933179
951	0.2936695064
952	0.2933891895
953	0.2929348782
954	0.2927942311
955	0.2926220858
956	0.29247072
957	0.2922857556
958	0.2919162446
959	0.2916526324
960	0.2913661869
961	0.2909677804
962	0.2906432126
963	0.2902930748
964	0.2900423741
965	0.2897138661
966	0.2893658739
967	0.289116019
968	0.288861781
969	0.2885300825
970	0.2883732091
971	0.2881056142
972	0.2876003777
973	0.2874756313
974	0.2872249828
975	0.287096313
976	0.2868278885
977	0.2865711963
978	0.2863963518
979	0.2859676602
980	0.2855013056
981	0.2851470616
982	0.284868872
983	0.2843125117
984	0.2839542717
985	0.283616299
986	0.2832369241
987	0.2829165557
988	0.2823501342
989	0.2820661495
990	0.2816549321
991	0.2813348914
992	0.2810873345
993	0.2809228972
994	0.2806262891
995	0.2803158063
996	0.2798877016
997	0.279654309
998	0.2793309997
999	0.2792393766
